"Invoice/Item Number","Date","Store Number","Store Name","Address","City","Zip Code","Store Location","County Number","County","Category","Category Name","Vendor Number","Vendor Name","Item Number","Item Description","Pack","Bottle Volume (ml)","State Bottle Cost","State Bottle Retail","Bottles Sold","Sale (Dollars)","Volume Sold (Liters)","Volume Sold (Gallons)","Iowa ZIP Code Tabulation Areas","Iowa Watershed Sub-Basins (HUC 08)","Iowa Watersheds (HUC 10)","County Boundaries of Iowa","US Counties"
"INV-12803300077","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",11290,"Crown Royal Canadian Whisky Mini",10,300,7.35,11.03,20,220.6,6,1.59,511,18,244,35,176
"INV-12803300043","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",259,"Heaven Hill Brands",43027,"Admiral Nelson Spiced Rum",12,1000,7.28,10.92,24,262.08,24,6.34,511,18,244,35,176
"INV-12803300067","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82637,"Dekuyper Grape Pucker",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-12803300022","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1041100,"American Dry Gins",297,"Laird & Company",29997,"Five O'clock Gin",12,1000,4.33,6.5,12,78,12,3.17,511,18,244,35,176
"INV-12803300024","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1041100,"American Dry Gins",434,"LUXCO INC",31656,"Paramount Gin",12,750,3.4,5.1,12,61.2,9,2.38,511,18,244,35,176
"INV-12803300033","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",434,"LUXCO INC",35699,"Pearl Cucumber Vodka",12,750,7,10.5,24,252,18,4.76,511,18,244,35,176
"INV-12803300027","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",35,"BACARDI USA INC",34422,"Grey Goose Vodka",6,1000,22.5,33.75,12,405,12,3.17,511,18,244,35,176
"INV-12803300006","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11776,"Black Velvet",12,750,5.23,7.85,12,94.2,9,2.38,511,18,244,35,176
"INV-12803300021","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1042100,"Imported Dry Gins",240,"William Grant & Sons Inc",28625,"Hendrick's Gin",6,750,17.92,26.88,6,161.28,4.5,1.19,511,18,244,35,176
"INV-12803300059","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081100,"Coffee Liqueurs",370,"PERNOD RICARD USA",67527,"Kahlua Coffee Liqueur",12,1000,14.99,22.49,12,269.88,12,3.17,511,18,244,35,176
"INV-12803300037","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",434,"LUXCO INC",36667,"Korski Vodka",12,1000,4.32,6.48,24,155.52,24,6.34,511,18,244,35,176
"INV-12803300086","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",260,"DIAGEO AMERICAS",72904,"Captain Morgan Apple Smash",6,750,9,13.5,6,81,4.5,1.19,511,18,244,35,176
"INV-12803300020","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1042100,"Imported Dry Gins",35,"BACARDI USA INC",28233,"Bombay Sapphire Gin",12,1000,16.5,24.75,12,297,12,3.17,511,18,244,35,176
"INV-12803300064","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",260,"DIAGEO AMERICAS",69947,"Rumple Minze Peppermint Schnapps Liqueur",12,1000,15.84,23.76,36,850.68,36,9.51,511,18,244,35,176
"INV-12803300039","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",301,"FIFTH GENERATION INC",38176,"Titos Handmade Vodka",12,750,9.64,14.46,12,173.52,9,2.38,511,18,244,35,176
"INV-12803300068","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",260,"DIAGEO AMERICAS",77858,"Smirnoff Whipped Cream",12,750,8.25,12.38,12,148.56,9,2.38,511,18,244,35,176
"INV-12803300011","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012400,"Irish Whiskies",370,"PERNOD RICARD USA",15627,"Jameson",12,1000,18.98,28.47,24,683.28,24,6.34,511,18,244,35,176
"INV-12803300028","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",260,"DIAGEO AMERICAS",34457,"Ketel One Imported Vodka",12,1000,16.5,24.75,12,297,12,3.17,511,18,244,35,176
"INV-12803300048","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",260,"DIAGEO AMERICAS",43337,"Captain Morgan Spiced Rum",12,1000,11.75,17.63,120,2115.6,120,31.7,511,18,244,35,176
"INV-12803300030","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",434,"LUXCO INC",34546,"Pearl Vodka",12,750,7,10.5,12,126,9,2.38,511,18,244,35,176
"INV-12803300053","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",421,"SAZERAC COMPANY  INC",64866,"Fireball Cinnamon Whiskey",12,750,9,13.5,12,162,9,2.38,511,18,244,35,176
"INV-12803300075","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",65,"Jim Beam Brands",88548,"Hornitos Plata",12,750,12.07,18.11,12,217.32,9,2.38,511,18,244,35,176
"INV-12803400004","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",11297,"Crown Royal Canadian Whisky",12,1000,18.89,28.34,12,340.08,12,3.17,511,18,244,35,176
"INV-12803300025","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",370,"PERNOD RICARD USA",34007,"Absolut Swedish Vodka 80 Prf",12,1000,14.99,22.49,24,539.76,24,6.34,511,18,244,35,176
"INV-12803300081","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",370,"PERNOD RICARD USA",89029,"Avion Anejo",6,750,29.98,44.97,3,134.91,2.25,0.59,511,18,244,35,176
"INV-12803300002","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012200,"Scotch Whiskies",55,"SAZERAC NORTH AMERICA",8826,"Lauder's Scotch",12,750,5.13,7.7,12,92.4,9,2.38,511,18,244,35,176
"INV-12803300069","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081500,"Triple Sec",434,"LUXCO INC",86251,"Juarez Triple Sec",12,1000,2.42,3.63,36,130.68,36,9.51,511,18,244,35,176
"INV-12803300056","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",192,"Mast-Jagermeister US, Inc",65257,"Jagermeister Liqueur",12,1000,15.96,23.94,60,1398.6,60,15.85,511,18,244,35,176
"INV-12803300004","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",10807,"Crown Royal Regal Apple",12,750,15.59,23.39,36,842.04,27,7.13,511,18,244,35,176
"INV-12803300018","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",260,"DIAGEO AMERICAS",25607,"Seagrams 7 Crown Bl Whiskey",12,1000,8,12,12,144,12,3.17,511,18,244,35,176
"INV-12803300013","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",65,"Jim Beam Brands",15982,"Toki Suntory Japanese Whisky",6,750,20.99,31.49,6,188.94,4.5,1.19,511,18,244,35,176
"INV-12803300019","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011400,"Tennessee Whiskies",85,"Brown Forman Corp.",26827,"Jack Daniels Old #7 Black Lbl",12,1000,18.89,28.34,36,1020.24,36,9.51,511,18,244,35,176
"INV-12803300047","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",260,"DIAGEO AMERICAS",43336,"Captain Morgan Original Spiced",12,750,9.06,13.59,12,163.08,9,2.38,511,18,244,35,176
"INV-12803300036","06/21/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",434,"LUXCO INC",36307,"Hawkeye Vodka",12,1000,4.05,6.08,12,72.96,12,3.17,511,18,244,35,176
"INV-12939700002","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",115,"CONSTELLATION BRANDS INC",927506,"HA High West Bourye",6,750,60,90,2,180,1.5,0.4,511,18,244,35,176
"INV-12939800022","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",434,"LUXCO INC",24157,"Hawkeye Blend Whiskey",12,1000,4.39,6.59,12,79.08,12,3.17,511,18,244,35,176
"INV-12939800010","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11777,"Black Velvet",12,1000,6.63,9.95,48,477.6,48,12.68,511,18,244,35,176
"INV-12939800072","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",260,"DIAGEO AMERICAS",87485,"Don Julio Blanco Tequila",6,750,27.99,41.99,6,247.44,4.5,1.19,511,18,244,35,176
"INV-12939800039","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",380,"Phillips Beverage",41694,"Uv Blue (raspberry) Vodka",12,1000,7.5,11.25,12,135,12,3.17,511,18,244,35,176
"INV-12939800063","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",322,"Prestige Wine & Spirits Group",75198,"Kinky Blue Liqueur",6,750,10,15,12,180,9,2.38,511,18,244,35,176
"INV-12939800046","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",35,"BACARDI USA INC",43387,"Castillo Silver Rum",12,1000,4.89,7.34,12,88.08,12,3.17,511,18,244,35,176
"INV-12939800034","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",434,"LUXCO INC",36034,"Pearl Peach",12,750,7,10.5,12,126,9,2.38,511,18,244,35,176
"INV-12939800035","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",434,"LUXCO INC",36307,"Hawkeye Vodka",12,1000,4.05,6.08,12,72.96,12,3.17,511,18,244,35,176
"INV-12939800068","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82847,"Dekuyper Luscious Peachtree",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-12939800011","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012400,"Irish Whiskies",370,"PERNOD RICARD USA",15626,"Jameson",12,750,15.99,23.99,12,269.88,9,2.38,511,18,244,35,176
"INV-12939800055","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1051100,"American Brandies",434,"LUXCO INC",54647,"Arrow Blackberry Flav Brandy",12,1000,6.38,9.57,12,114.84,12,3.17,511,18,244,35,176
"INV-12939800076","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022100,"Mixto Tequila",421,"SAZERAC COMPANY  INC",89887,"Torada Tequila Gold",12,1000,6.63,9.95,36,358.2,36,9.51,511,18,244,35,176
"INV-12939800037","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",260,"DIAGEO AMERICAS",37997,"Smirnoff 80prf",12,1000,9.25,13.88,12,166.56,12,3.17,511,18,244,35,176
"INV-12939800047","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",434,"LUXCO INC",44657,"Lady Bligh Spiced Rum",12,1000,7.25,10.88,24,261.12,24,6.34,511,18,244,35,176
"INV-12939800081","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",205,"E & J Gallo Winery",89533,"Familia Camarena Reposado",12,750,11,16.5,4,60,3,0.79,511,18,244,35,176
"INV-12939800012","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012400,"Irish Whiskies",370,"PERNOD RICARD USA",15627,"Jameson",12,1000,18.98,28.47,12,341.64,12,3.17,511,18,244,35,176
"INV-12939800056","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1051100,"American Brandies",434,"LUXCO INC",55506,"Paramount Cherry Flavored Brandy",12,750,5.48,8.22,12,98.64,9,2.38,511,18,244,35,176
"INV-12939800057","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081200,"Cream Liqueurs",260,"DIAGEO AMERICAS",68037,"Baileys Original Irish Cream",12,1000,16.74,25.11,12,297,12,3.17,511,18,244,35,176
"INV-12939800062","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",322,"Prestige Wine & Spirits Group",75210,"Kinky Pink Liqueur",6,750,10,15,6,90,4.5,1.19,511,18,244,35,176
"INV-12939800045","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",260,"DIAGEO AMERICAS",43337,"Captain Morgan Spiced Rum",12,1000,11.75,17.63,96,1692.48,96,25.36,511,18,244,35,176
"INV-12939800050","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",421,"SAZERAC COMPANY  INC",64867,"Fireball Cinnamon Whiskey",12,1000,11.34,17.01,48,816.48,48,12.68,511,18,244,35,176
"INV-12939800040","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1041100,"American Dry Gins",259,"Heaven Hill Brands",29566,"Burnett's Gin London Dry",12,750,5.38,8.07,12,96.84,9,2.38,511,18,244,35,176
"INV-12939800077","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",229,"DEHNER DISTILLERY",36874,"Blue Ox Vodka",12,1000,3.5,5.25,36,189,36,9.51,511,18,244,35,176
"INV-12939800064","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",434,"LUXCO INC",76487,"Paramount Amaretto",12,1000,4.05,6.08,12,72.96,12,3.17,511,18,244,35,176
"INV-12939800003","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",65,"Jim Beam Brands",44539,"Cruzan Tropical Fruit",12,750,6.83,10.25,12,123,9,2.38,511,18,244,35,176
"INV-12939800049","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",260,"DIAGEO AMERICAS",64716,"Ciroc Peach",12,750,16.49,24.74,12,332.88,9,2.38,511,18,244,35,176
"INV-12939800078","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",305,"Mhw LTD",65017,"Galliano Liqueur",24,375,10.75,16.13,3,48.39,1.12,0.3,511,18,244,35,176
"INV-12939800069","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82867,"Dekuyper Watermelon Pucker",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-12939800008","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",11297,"Crown Royal Canadian Whisky",12,1000,18.89,28.34,24,680.16,24,6.34,511,18,244,35,176
"INV-12939800028","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",35,"BACARDI USA INC",34422,"Grey Goose Vodka",6,1000,22.5,33.75,18,607.5,18,4.76,511,18,244,35,176
"INV-12939800031","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",434,"LUXCO INC",35699,"Pearl Cucumber Vodka",12,750,7,10.5,48,504,36,9.51,511,18,244,35,176
"INV-12939800018","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19477,"Maker's Mark",12,1000,22.04,33.06,12,396.72,12,3.17,511,18,244,35,176
"INV-12939800025","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011400,"Tennessee Whiskies",85,"Brown Forman Corp.",26827,"Jack Daniels Old #7 Black Lbl",12,1000,18.89,28.34,24,680.16,24,6.34,511,18,244,35,176
"INV-12939800060","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",260,"DIAGEO AMERICAS",69947,"Rumple Minze Peppermint Schnapps Liqueur",12,1000,15.84,23.76,36,850.68,36,9.51,511,18,244,35,176
"INV-12939800033","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",297,"Laird & Company",35917,"Five O'clock Vodka",12,1000,4.17,6.26,12,75.12,12,3.17,511,18,244,35,176
"INV-12939800029","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",260,"DIAGEO AMERICAS",34457,"Ketel One Imported Vodka",12,1000,16.5,24.75,12,297,12,3.17,511,18,244,35,176
"INV-12939800009","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11776,"Black Velvet",12,750,5.23,7.85,12,94.2,9,2.38,511,18,244,35,176
"INV-12939800075","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022100,"Mixto Tequila",434,"LUXCO INC",89387,"Juarez Tequila Gold",12,1000,8,12,12,144,12,3.17,511,18,244,35,176
"INV-12939800019","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",20247,"Old Crow",12,1000,4.98,7.47,12,89.64,12,3.17,511,18,244,35,176
"INV-12939800041","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",370,"PERNOD RICARD USA",42717,"Malibu Coconut Rum",12,1000,10.49,15.74,24,377.76,24,6.34,511,18,244,35,176
"INV-12939800065","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",260,"DIAGEO AMERICAS",77648,"Smirnoff Citrus",12,1000,9.25,13.88,12,166.56,12,3.17,511,18,244,35,176
"INV-12939900002","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",434,"LUXCO INC",34702,"Pearl Pomegranate Vodka",12,750,7,10.5,24,252,18,4.76,511,18,244,35,176
"INV-12939800015","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",260,"DIAGEO AMERICAS",17086,"Bulleit Bourbon",12,750,16,24,12,270,9,2.38,511,18,244,35,176
"INV-12939800074","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022100,"Mixto Tequila",421,"SAZERAC COMPANY  INC",88767,"Tortilla White Tequila",12,1000,6.64,9.96,12,119.52,12,3.17,511,18,244,35,176
"INV-12939800082","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1701100,"Temporary & Specialty Packages",260,"DIAGEO AMERICAS",77956,"Smirnoff Red, White & Berry",12,750,8.25,12.38,12,148.56,9,2.38,511,18,244,35,176
"INV-12939800020","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",297,"Laird & Company",23826,"Five Star",12,750,3.5,5.25,12,63,9,2.38,511,18,244,35,176
"INV-12939800061","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1092100,"Imported Distilled Spirit Specialty",434,"LUXCO INC",75087,"Juarez Gold Dss",12,1000,5.17,7.76,12,93.12,12,3.17,511,18,244,35,176
"INV-12939800032","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",297,"Laird & Company",35916,"Five O'clock Vodka",12,750,3.37,5.06,12,60.72,9,2.38,511,18,244,35,176
"INV-12939800027","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",370,"PERNOD RICARD USA",34029,"Absolut Citron (lemon Vodka)",12,1000,14.99,22.49,12,269.88,12,3.17,511,18,244,35,176
"INV-12939800007","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",10807,"Crown Royal Regal Apple",12,750,15.59,23.39,24,561.36,18,4.76,511,18,244,35,176
"INV-12939800058","06/28/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",421,"SAZERAC COMPANY  INC",69637,"Dr. Mcgillicuddy's Cherry Schnapps",12,1000,11,16.5,36,594,36,9.51,511,18,244,35,176
