"Invoice/Item Number","Date","Store Number","Store Name","Address","City","Zip Code","Store Location","County Number","County","Category","Category Name","Vendor Number","Vendor Name","Item Number","Item Description","Pack","Bottle Volume (ml)","State Bottle Cost","State Bottle Retail","Bottles Sold","Sale (Dollars)","Volume Sold (Liters)","Volume Sold (Gallons)","Iowa ZIP Code Tabulation Areas","Iowa Watershed Sub-Basins (HUC 08)","Iowa Watersheds (HUC 10)","County Boundaries of Iowa","US Counties"
"INV-09573100001","01/03/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19068,"Jim Beam",6,1750,20.99,31.49,3,0,5.25,1.38,511,18,244,35,176
"INV-09599100074","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022100,"Mixto Tequila",395,"PROXIMO",89197,"Jose Cuervo Especial Reposado Tequila",12,1000,13,19.5,12,234,12,3.17,511,18,244,35,176
"INV-09599100013","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19477,"Maker's Mark",12,1000,22.04,33.06,12,396.72,12,3.17,511,18,244,35,176
"INV-09599100004","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1071100,"Cocktails /RTD",55,"SAZERAC NORTH AMERICA",57051,"Barton Long Island Iced Tea",12,1000,4.1,6.15,24,147.6,24,6.34,511,18,244,35,176
"INV-09599100006","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",11297,"Crown Royal Canadian Whisky",12,1000,18.89,28.34,24,680.16,24,6.34,511,18,244,35,176
"INV-09599100054","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",192,"Mast-Jagermeister US, Inc",65257,"Jagermeister Liqueur",12,1000,15.96,23.94,48,1118.88,48,12.68,511,18,244,35,176
"INV-09599100080","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081200,"Cream Liqueurs",434,"LUXCO INC",80130,"Ezra Brooks Bourbon Cream",12,750,8.5,12.75,12,144,9,2.38,511,18,244,35,176
"INV-09599100067","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82637,"Dekuyper Grape Pucker",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-09599100002","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",65,"Jim Beam Brands",10627,"Canadian Club Whisky",12,1000,9.71,14.57,12,174.84,12,3.17,511,18,244,35,176
"INV-09599100085","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",962,"DUGGANS DISTILLERS",80159,"Forbidden Secret White Chocolate",6,750,10,15,2,30,1.5,0.4,511,18,244,35,176
"INV-09599100043","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",35,"BACARDI USA INC",43127,"Bacardi Superior Rum",12,1000,9.5,14.25,12,171,12,3.17,511,18,244,35,176
"INV-09599100031","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",55,"SAZERAC NORTH AMERICA",35317,"Barton Vodka",12,1000,3.97,5.96,300,1788,300,79.25,511,18,244,35,176
"INV-09599100087","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",962,"DUGGANS DISTILLERS",80148,"Forbidden Secret Mocha Mini",12,500,4.9,7.35,1,7.35,0.5,0.13,511,18,244,35,176
"INV-09599100082","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11773,"Black Velvet",48,200,1.56,2.34,48,112.32,9.6,2.54,511,18,244,35,176
"INV-09599100068","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82847,"Dekuyper Luscious Peachtree",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-09599100057","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1051100,"American Brandies",434,"LUXCO INC",54057,"Arrow Apricot Flav Brandy",12,1000,6.38,9.57,12,114.84,12,3.17,511,18,244,35,176
"INV-09599100056","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081100,"Coffee Liqueurs",370,"PERNOD RICARD USA",67527,"Kahlua Coffee Liqueur",12,1000,14.99,22.49,12,269.88,12,3.17,511,18,244,35,176
"INV-09599100058","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1051100,"American Brandies",434,"LUXCO INC",54647,"Arrow Blackberry Flav Brandy",12,1000,6.38,9.57,12,114.84,12,3.17,511,18,244,35,176
"INV-09599100081","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011400,"Tennessee Whiskies",346,"OLE SMOKY DISTILLERY LLC",86839,"Ole Smoky Mango Habanero Whiskey",6,750,10,15,6,90,4.5,1.19,511,18,244,35,176
"INV-09599100062","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",260,"DIAGEO AMERICAS",69946,"Rumple Minze Peppermint Schnapps Liqueur",12,750,13,19.5,12,234,9,2.38,511,18,244,35,176
"INV-09599100038","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",260,"DIAGEO AMERICAS",41077,"Jeremiah Weed Sweet Tea",12,1000,10.5,15.75,12,189,12,3.17,511,18,244,35,176
"INV-09599100086","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",259,"Heaven Hill Brands",27454,"Cinerator",12,750,7.95,11.93,2,23.86,1.5,0.4,511,18,244,35,176
"INV-09599100022","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",370,"PERNOD RICARD USA",34006,"Absolut Swedish Vodka 80 Prf",12,750,11.49,17.24,12,206.88,9,2.38,511,18,244,35,176
"INV-09599100036","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",434,"LUXCO INC",36667,"Korski Vodka",12,1000,4.32,6.48,48,311.04,48,12.68,511,18,244,35,176
"INV-09599100061","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",421,"SAZERAC COMPANY  INC",69657,"Dr. Mcgillicuddy's Mentholmint",12,1000,11,16.5,12,198,12,3.17,511,18,244,35,176
"INV-09599100042","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",35,"BACARDI USA INC",43126,"Bacardi Superior Rum",12,750,8.26,12.39,12,148.68,9,2.38,511,18,244,35,176
"INV-09599100021","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1041100,"American Dry Gins",434,"LUXCO INC",31657,"Paramount Gin",12,1000,4.3,6.45,12,77.4,12,3.17,511,18,244,35,176
"INV-09599100016","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011400,"Tennessee Whiskies",85,"Brown Forman Corp.",26826,"Jack Daniels Old #7 Black Lbl",12,750,15.57,23.36,12,280.32,9,2.38,511,18,244,35,176
"INV-09599100011","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19066,"Jim Beam",12,750,10.49,15.74,12,188.88,9,2.38,511,18,244,35,176
"INV-09599100048","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",240,"William Grant & Sons Inc",45886,"Sailor Jerry Spiced Navy Rum",12,750,9.65,14.48,12,173.76,9,2.38,511,18,244,35,176
"INV-09599100030","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",65,"Jim Beam Brands",34395,"Effen Cucumber",6,750,12.5,18.75,6,127.56,4.5,1.19,511,18,244,35,176
"INV-09599100037","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",301,"FIFTH GENERATION INC",38177,"Titos Handmade Vodka",12,1000,12.67,19.01,36,657.36,36,9.51,511,18,244,35,176
"INV-09599100050","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",130,"DISARONNO INTERNATIONAL",64136,"Disaronno Amaretto",12,750,13.86,20.79,12,249.48,9,2.38,511,18,244,35,176
"INV-09599100035","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",434,"LUXCO INC",36307,"Hawkeye Vodka",12,1000,4.05,6.08,12,72.96,12,3.17,511,18,244,35,176
"INV-09599100007","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11777,"Black Velvet",12,1000,6.63,9.95,36,358.2,36,9.51,511,18,244,35,176
"INV-09599100026","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",35,"BACARDI USA INC",34422,"Grey Goose Vodka",6,1000,22.5,33.75,12,405,12,3.17,511,18,244,35,176
"INV-09599100014","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",297,"Laird & Company",23827,"Five Star",12,1000,4.4,6.6,24,158.4,24,6.34,511,18,244,35,176
"INV-09599100066","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",434,"LUXCO INC",82127,"Arrow Peach Schnapps",12,1000,5,7.5,12,90,12,3.17,511,18,244,35,176
"INV-09599100060","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",421,"SAZERAC COMPANY  INC",69637,"Dr. Mcgillicuddy's Cherry Schnapps",12,1000,11,16.5,36,594,36,9.51,511,18,244,35,176
"INV-09599100046","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",35,"BACARDI USA INC",43386,"Castillo Silver Rum",12,750,4.16,6.24,12,74.88,9,2.38,511,18,244,35,176
"INV-09599100020","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1041100,"American Dry Gins",55,"SAZERAC NORTH AMERICA",29287,"Barton Gin",12,1000,3.92,5.88,12,70.56,12,3.17,511,18,244,35,176
"INV-09599100049","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",240,"William Grant & Sons Inc",45887,"Sailor Jerry Spiced Navy Rum",12,1000,11.78,17.67,12,212.04,12,3.17,511,18,244,35,176
"INV-09599100039","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",380,"Phillips Beverage",41694,"Uv Blue (raspberry) Vodka",12,1000,7.5,11.25,12,135,12,3.17,511,18,244,35,176
"INV-09599100076","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022100,"Mixto Tequila",421,"SAZERAC COMPANY  INC",89887,"Torada Tequila Gold",12,1000,6.63,9.95,60,597,60,15.85,511,18,244,35,176
"INV-09599100078","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",65,"Jim Beam Brands",88536,"Sauza Blue Silver",12,750,9.97,14.96,12,179.52,9,2.38,511,18,244,35,176
"INV-09599100015","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",260,"DIAGEO AMERICAS",25607,"Seagrams 7 Crown Bl Whiskey",12,1000,8,12,12,144,12,3.17,511,18,244,35,176
"INV-09599100012","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19067,"Jim Beam",12,1000,12.59,18.89,12,226.68,12,3.17,511,18,244,35,176
"INV-09599100025","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",370,"PERNOD RICARD USA",34117,"Absolut Mandrin",12,1000,14.99,22.49,12,269.88,12,3.17,511,18,244,35,176
"INV-09599100064","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081200,"Cream Liqueurs",305,"Mhw LTD",73053,"Rumchata",6,1000,16.34,24.51,6,147.06,6,1.59,511,18,244,35,176
"INV-09599100084","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",16580,"Baker's 7YR",6,750,26.24,39.36,2,78.72,1.5,0.4,511,18,244,35,176
"INV-09599100073","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",410,"Patron Spirits Company",88296,"Patron Tequila Silver",12,750,27.5,41.25,12,486,9,2.38,511,18,244,35,176
"INV-09599100070","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081500,"Triple Sec",434,"LUXCO INC",86251,"Juarez Triple Sec",12,1000,2.42,3.63,24,87.12,24,6.34,511,18,244,35,176
"INV-09599100032","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",297,"Laird & Company",35916,"Five O'clock Vodka",12,750,3.37,5.06,12,60.72,9,2.38,511,18,244,35,176
"INV-09599100079","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081200,"Cream Liqueurs",10,"A HARDY USA LTD",80060,"Cinnabon Cinnamon",6,750,10.66,15.99,2,31.98,1.5,0.4,511,18,244,35,176
"INV-09599100024","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",370,"PERNOD RICARD USA",34026,"Absolut Peppar",12,750,11.49,17.24,12,206.88,9,2.38,511,18,244,35,176
"INV-09599100045","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",260,"DIAGEO AMERICAS",43337,"Captain Morgan Spiced Rum",12,1000,11.75,17.63,120,2115.6,120,31.7,511,18,244,35,176
"INV-09599100017","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011400,"Tennessee Whiskies",85,"Brown Forman Corp.",26827,"Jack Daniels Old #7 Black Lbl",12,1000,18.89,28.34,36,1020.24,36,9.51,511,18,244,35,176
"INV-09599100055","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",260,"DIAGEO AMERICAS",66636,"Romana Sambuca Italian Liquore",12,750,13.5,20.25,12,243,9,2.38,511,18,244,35,176
"INV-09599100044","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",260,"DIAGEO AMERICAS",43336,"Captain Morgan Original Spiced",12,750,9.06,13.59,12,163.08,9,2.38,511,18,244,35,176
"INV-09599100027","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",260,"DIAGEO AMERICAS",34457,"Ketel One Imported Vodka",12,1000,16.5,24.75,12,297,12,3.17,511,18,244,35,176
"INV-09599100088","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",962,"DUGGANS DISTILLERS",80162,"Forbidden Secret White Chocolate Mini",12,500,4.9,7.35,1,7.35,0.5,0.13,511,18,244,35,176
"INV-09599100040","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",370,"PERNOD RICARD USA",42716,"Malibu Coconut Rum",12,750,7.49,11.24,12,134.88,9,2.38,511,18,244,35,176
"INV-09599100077","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",10791,"Crown Royal Vanilla",12,750,15.59,23.39,12,280.68,9,2.38,511,18,244,35,176
"INV-09599100063","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",260,"DIAGEO AMERICAS",69947,"Rumple Minze Peppermint Schnapps Liqueur",12,1000,15.84,23.76,36,850.68,36,9.51,511,18,244,35,176
"INV-09599100029","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",395,"PROXIMO",34972,"Three Olives Cherry",12,750,9.96,14.94,12,179.28,9,2.38,511,18,244,35,176
"INV-09599100028","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",434,"LUXCO INC",34546,"Pearl Vodka",12,750,7,10.5,12,126,9,2.38,511,18,244,35,176
"INV-09599100083","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11774,"Black Velvet",24,375,3.07,4.61,24,110.64,9,2.38,511,18,244,35,176
"INV-09599100041","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",370,"PERNOD RICARD USA",42717,"Malibu Coconut Rum",12,1000,10.49,15.74,24,377.76,24,6.34,511,18,244,35,176
"INV-09599100034","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",434,"LUXCO INC",36034,"Pearl Peach",12,750,7,10.5,12,126,9,2.38,511,18,244,35,176
"INV-09599100065","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",322,"Prestige Wine & Spirits Group",75216,"Kinky Gold",12,750,10,15,12,180,9,2.38,511,18,244,35,176
"INV-09599100008","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11776,"Black Velvet",12,750,5.23,7.85,12,94.2,9,2.38,511,18,244,35,176
"INV-09599100019","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1042100,"Imported Dry Gins",35,"BACARDI USA INC",28236,"Bombay Sapphire Gin",12,750,13.5,20.25,12,243,9,2.38,511,18,244,35,176
"INV-09599100023","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",370,"PERNOD RICARD USA",34007,"Absolut Swedish Vodka 80 Prf",12,1000,14.99,22.49,24,539.76,24,6.34,511,18,244,35,176
"INV-09599100071","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011400,"Tennessee Whiskies",85,"Brown Forman Corp.",86693,"Jack Daniel's Tennessee Fire",12,1000,18.89,28.34,12,340.08,12,3.17,511,18,244,35,176
"INV-09599100051","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",421,"SAZERAC COMPANY  INC",64866,"Fireball Cinnamon Whiskey",12,750,9,13.5,12,162,9,2.38,511,18,244,35,176
"INV-09599100005","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",55,"SAZERAC NORTH AMERICA",37097,"Mr. Boston Riva",12,1000,3.97,5.96,12,71.52,12,3.17,511,18,244,35,176
"INV-09599100018","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011600,"Straight Rye Whiskies",255,"Infinium Spirits",27102,"Templeton 4YR Rye",6,750,18.09,27.14,6,162.84,4.5,1.19,511,18,244,35,176
"INV-09599100009","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11788,"Black Velvet",6,1750,10.45,15.68,6,94.08,10.5,2.77,511,18,244,35,176
"INV-09599100001","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",10550,"Black Velvet Toasted Caramel",12,750,6.75,10.13,12,121.56,9,2.38,511,18,244,35,176
"INV-09599100072","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",421,"SAZERAC COMPANY  INC",86887,"Southern Comfort",12,1000,12.97,19.46,12,233.52,12,3.17,511,18,244,35,176
"INV-09599100069","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82898,"Dekuyper Mixed Berry Medley",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-09599100075","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022100,"Mixto Tequila",434,"LUXCO INC",89387,"Juarez Tequila Gold",12,1000,8,12,12,124.56,12,3.17,511,18,244,35,176
"INV-09599100033","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",297,"Laird & Company",35918,"Five O'clock Vodka",6,1750,7.2,10.8,6,64.8,10.5,2.77,511,18,244,35,176
"INV-09599100053","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",192,"Mast-Jagermeister US, Inc",65256,"Jagermeister Liqueur",12,750,12.45,18.68,12,216.96,9,2.38,511,18,244,35,176
"INV-09599100052","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",421,"SAZERAC COMPANY  INC",64867,"Fireball Cinnamon Whiskey",12,1000,11.34,17.01,24,408.24,24,6.34,511,18,244,35,176
"INV-09599100047","01/04/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",434,"LUXCO INC",45277,"Paramount White Rum",12,1000,4.42,6.63,72,477.36,72,19.02,511,18,244,35,176
